,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
13425,23.0,female,Bachelor,110266.0,0,MORTGAGE,7500.0,DEBTCONSOLIDATION,11.97,0.07,2.0,666.0,Yes,0.0
13579,24.0,female,Bachelor,113478.0,2,MORTGAGE,25000.0,EDUCATION,11.49,0.22,4.0,634.0,Yes,0.0
3089,22.0,female,Associate,35199.0,0,RENT,3400.0,EDUCATION,8.94,0.1,3.0,666.0,Yes,0.0
30309,42.0,male,High School,132624.0,22,RENT,6000.0,MEDICAL,8.9,0.05,14.0,701.0,Yes,0.0
42835,32.0,female,,45745.0,6,RENT,9670.0,HOMEIMPROVEMENT,6.09,0.21,9.0,646.0,No,1.0
19087,28.0,female,Bachelor,36732.0,3,OWN,,HOMEIMPROVEMENT,12.98,0.2,8.0,581.0,Yes,0.0
8654,22.0,male,Associate,37252.0,0,RENT,,VENTURE,11.01,0.21,3.0,553.0,No,1.0
38674,30.0,female,Master,123610.0,9,RENT,1566.0,HOMEIMPROVEMENT,7.82,0.01,10.0,635.0,Yes,0.0
21643,27.0,female,Associate,60961.0,3,MORTGAGE,12000.0,PERSONAL,11.71,0.2,10.0,615.0,Yes,0.0
2219,24.0,male,Bachelor,38222.0,1,OWN,8000.0,EDUCATION,7.51,0.21,3.0,639.0,Yes,0.0
20573,27.0,male,Master,124485.0,7,RENT,10000.0,HOMEIMPROVEMENT,8.59,0.08,10.0,625.0,No,0.0
11228,24.0,,Bachelor,63766.0,1,RENT,10000.0,HOMEIMPROVEMENT,11.99,0.16,4.0,676.0,Yes,0.0
4173,23.0,female,Master,22557.0,0,RENT,4500.0,DEBTCONSOLIDATION,12.21,0.2,3.0,712.0,No,1.0
29807,44.0,male,High School,43832.0,20,RENT,4000.0,VENTURE,15.2,0.09,12.0,664.0,No,0.0
26589,,female,High School,39046.0,9,RENT,15000.0,DEBTCONSOLIDATION,12.42,0.38,5.0,689.0,No,1.0
42605,24.0,male,Bachelor,40927.0,0,RENT,2800.0,PERSONAL,16.0,0.07,3.0,591.0,No,1.0
16599,25.0,male,High School,101077.0,2,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.76,0.05,3.0,589.0,No,0.0
5332,23.0,male,High School,39480.0,0,RENT,8500.0,MEDICAL,13.16,0.22,4.0,650.0,Yes,0.0
10452,,female,Associate,82905.0,0,MORTGAGE,10000.0,MEDICAL,9.91,0.12,4.0,563.0,Yes,
32574,52.0,male,Associate,79606.0,32,RENT,20000.0,PERSONAL,15.58,0.25,19.0,684.0,No,1.0
41464,26.0,female,Bachelor,360909.0,1,MORTGAGE,,EDUCATION,10.95,0.03,4.0,611.0,Yes,0.0
18970,27.0,male,Master,127768.0,4,RENT,15000.0,DEBTCONSOLIDATION,10.75,0.12,6.0,687.0,Yes,0.0
30994,48.0,male,Doctorate,87294.0,25,MORTGAGE,7000.0,HOMEIMPROVEMENT,14.96,0.08,17.0,733.0,Yes,0.0
32793,25.0,male,Master,58660.0,3,RENT,8000.0,VENTURE,13.04,0.14,4.0,695.0,No,0.0
3376,22.0,male,High School,56408.0,3,RENT,11000.0,EDUCATION,10.59,0.2,3.0,538.0,No,0.0
25150,27.0,male,High School,97030.0,2,OWN,,PERSONAL,12.21,0.09,8.0,615.0,Yes,0.0
578,24.0,female,Associate,40881.0,0,RENT,20000.0,DEBTCONSOLIDATION,10.99,0.49,3.0,600.0,No,1.0
19468,27.0,male,High School,59856.0,3,RENT,,PERSONAL,14.96,0.05,8.0,615.0,No,0.0
41908,24.0,male,Associate,48951.0,0,MORTGAGE,5000.0,MEDICAL,5.73,0.1,3.0,593.0,Yes,0.0
41880,27.0,female,Master,79039.0,5,MORTGAGE,5000.0,MEDICAL,13.99,0.06,9.0,680.0,No,0.0
10219,22.0,female,,79859.0,1,OWN,7500.0,DEBTCONSOLIDATION,17.58,0.09,4.0,636.0,Yes,0.0
31287,48.0,female,High School,103461.0,24,MORTGAGE,10000.0,EDUCATION,7.51,0.1,13.0,629.0,No,0.0
31235,39.0,female,Master,99642.0,18,MORTGAGE,8000.0,HOMEIMPROVEMENT,19.42,0.08,17.0,690.0,Yes,0.0
36566,29.0,female,Associate,89566.0,9,RENT,4500.0,VENTURE,13.37,0.05,6.0,695.0,No,0.0
34345,29.0,,Master,126864.0,5,MORTGAGE,12000.0,VENTURE,6.82,0.09,8.0,613.0,Yes,0.0
22268,34.0,female,High School,66062.0,8,MORTGAGE,3500.0,PERSONAL,5.99,0.05,6.0,674.0,No,0.0
39506,31.0,female,Associate,67157.0,7,RENT,3000.0,VENTURE,11.01,0.04,8.0,643.0,Yes,0.0
10316,24.0,male,High School,73978.0,1,OTHER,18000.0,DEBTCONSOLIDATION,11.26,0.24,4.0,655.0,No,1.0
1359,25.0,male,Associate,37112.0,3,RENT,1000.0,MEDICAL,12.87,0.03,2.0,663.0,Yes,0.0
16780,23.0,female,High School,97941.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,11.01,0.05,2.0,628.0,Yes,0.0
19083,30.0,male,Bachelor,48667.0,7,RENT,14000.0,MEDICAL,12.73,0.29,8.0,621.0,No,1.0
10361,26.0,male,Bachelor,29950.0,7,RENT,10000.0,MEDICAL,11.01,0.33,2.0,662.0,No,1.0
33584,33.0,male,High School,90136.0,10,MORTGAGE,7034.0,MEDICAL,7.68,0.08,9.0,634.0,Yes,0.0
4549,,male,Associate,26909.0,0,RENT,4900.0,EDUCATION,13.72,0.18,2.0,662.0,Yes,0.0
10879,26.0,female,Bachelor,85020.0,2,MORTGAGE,25000.0,VENTURE,11.01,0.29,4.0,619.0,Yes,0.0
22801,29.0,,Associate,68334.0,5,RENT,7725.0,EDUCATION,13.75,0.11,6.0,682.0,No,1.0
15536,24.0,male,High School,173889.0,2,MORTGAGE,14700.0,HOMEIMPROVEMENT,7.66,0.08,3.0,595.0,No,0.0
34599,28.0,male,Bachelor,28591.0,5,OWN,4798.0,PERSONAL,10.44,0.17,7.0,565.0,Yes,0.0
39867,25.0,female,Master,57282.0,2,RENT,8500.0,VENTURE,9.56,0.15,4.0,611.0,No,0.0
17611,23.0,male,Associate,25680.0,2,RENT,1200.0,MEDICAL,7.9,0.05,2.0,628.0,No,0.0
16931,23.0,male,Master,14182.0,0,OWN,1400.0,VENTURE,9.32,0.1,4.0,660.0,Yes,0.0
27580,33.0,male,Associate,23529.0,8,OWN,3500.0,DEBTCONSOLIDATION,13.16,0.15,6.0,607.0,No,1.0
30886,47.0,male,Master,83736.0,25,MORTGAGE,20000.0,VENTURE,6.54,0.24,12.0,698.0,Yes,0.0
14726,25.0,male,,136370.0,6,MORTGAGE,21000.0,VENTURE,11.49,0.15,4.0,665.0,Yes,
2116,21.0,female,Associate,46370.0,0,RENT,2400.0,PERSONAL,14.26,0.05,3.0,526.0,Yes,0.0
26866,27.0,female,Bachelor,139040.0,5,MORTGAGE,9600.0,MEDICAL,12.87,0.07,9.0,623.0,Yes,0.0
8421,22.0,female,Bachelor,92689.0,0,RENT,7500.0,HOMEIMPROVEMENT,13.24,0.08,4.0,592.0,No,1.0
28219,33.0,male,Doctorate,83325.0,8,RENT,1200.0,HOMEIMPROVEMENT,16.29,0.01,9.0,693.0,Yes,0.0
37451,,male,,35455.0,14,RENT,1054.0,MEDICAL,11.39,0.03,13.0,629.0,No,
35195,24.0,male,High School,40772.0,0,RENT,1777.0,EDUCATION,11.46,0.04,5.0,581.0,No,0.0
27980,29.0,male,High School,337193.0,4,MORTGAGE,15000.0,MEDICAL,12.99,0.04,6.0,645.0,Yes,0.0
33181,33.0,female,Doctorate,52595.0,11,RENT,10000.0,MEDICAL,13.35,0.19,10.0,,Yes,0.0
31606,40.0,female,Associate,34707.0,17,OWN,1600.0,VENTURE,9.99,0.05,17.0,598.0,Yes,0.0
39423,26.0,male,High School,87097.0,5,MORTGAGE,16855.0,MEDICAL,9.03,0.19,6.0,669.0,Yes,0.0
19699,28.0,male,Associate,42763.0,2,MORTGAGE,16000.0,HOMEIMPROVEMENT,13.23,0.37,9.0,655.0,Yes,0.0
1753,21.0,,Master,17716.0,0,RENT,2000.0,MEDICAL,11.01,0.11,4.0,539.0,Yes,0.0
1727,22.0,male,Associate,86223.0,0,RENT,1800.0,EDUCATION,11.12,0.02,4.0,657.0,No,0.0
16805,24.0,female,Bachelor,57558.0,3,MORTGAGE,12000.0,MEDICAL,12.21,0.21,3.0,553.0,Yes,0.0
15951,26.0,female,Bachelor,10161.0,2,MORTGAGE,500.0,HOMEIMPROVEMENT,10.71,0.05,3.0,544.0,Yes,0.0
18102,28.0,male,Bachelor,18895.0,4,OWN,4375.0,PERSONAL,12.42,0.23,9.0,573.0,No,1.0
19439,28.0,male,Associate,52598.0,3,RENT,3000.0,MEDICAL,7.49,0.06,9.0,663.0,Yes,0.0
3459,21.0,male,Master,69717.0,2,RENT,10800.0,HOMEIMPROVEMENT,16.77,0.15,4.0,550.0,No,1.0
13558,,female,Master,58037.0,4,RENT,12600.0,EDUCATION,11.83,0.22,2.0,590.0,Yes,0.0
9459,24.0,male,Bachelor,68433.0,5,MORTGAGE,10000.0,VENTURE,14.35,0.15,4.0,627.0,No,1.0
32443,53.0,male,Associate,29526.0,32,RENT,5000.0,EDUCATION,14.42,0.17,27.0,,No,1.0
22670,27.0,male,High School,54948.0,6,RENT,7500.0,PERSONAL,12.73,0.14,6.0,565.0,Yes,0.0
978,22.0,male,High School,57121.0,0,RENT,18000.0,MEDICAL,15.23,0.32,2.0,672.0,No,1.0
43322,33.0,male,Bachelor,58889.0,10,MORTGAGE,6939.0,PERSONAL,12.55,0.12,14.0,619.0,No,1.0
15775,,male,High School,97955.0,4,RENT,16000.0,HOMEIMPROVEMENT,13.85,0.16,2.0,604.0,Yes,0.0
25235,29.0,male,High School,48132.0,6,OWN,9000.0,PERSONAL,12.72,0.19,9.0,660.0,No,0.0
33331,25.0,male,Bachelor,181170.0,4,MORTGAGE,20000.0,PERSONAL,10.65,0.11,6.0,621.0,No,0.0
12896,23.0,,Bachelor,90771.0,0,RENT,12000.0,PERSONAL,12.98,0.13,2.0,678.0,Yes,0.0
763,26.0,female,Associate,27097.0,2,MORTGAGE,1000.0,HOMEIMPROVEMENT,10.36,0.04,3.0,581.0,Yes,0.0
21282,29.0,female,Associate,77021.0,9,RENT,5400.0,PERSONAL,7.66,0.07,7.0,695.0,Yes,0.0
1405,21.0,female,Associate,55266.0,0,RENT,1000.0,VENTURE,7.49,0.02,3.0,642.0,No,0.0
36658,24.0,female,Bachelor,102905.0,5,MORTGAGE,2840.0,EDUCATION,6.85,0.03,3.0,672.0,No,0.0
1950,23.0,female,High School,96803.0,0,RENT,2000.0,VENTURE,9.99,0.02,4.0,,Yes,0.0
42575,22.0,male,High School,35243.0,0,RENT,,PERSONAL,15.94,0.11,4.0,617.0,No,1.0
32395,,,High School,57067.0,33,MORTGAGE,11600.0,PERSONAL,8.94,0.2,30.0,727.0,No,0.0
33087,23.0,male,Bachelor,53717.0,0,RENT,10000.0,PERSONAL,12.74,0.19,2.0,630.0,Yes,0.0
13409,22.0,male,Bachelor,110346.0,0,OWN,,EDUCATION,7.88,0.14,2.0,654.0,Yes,0.0
33806,37.0,male,High School,54829.0,14,MORTGAGE,6382.0,PERSONAL,7.5,0.12,15.0,533.0,Yes,0.0
3571,24.0,male,Associate,60968.0,0,RENT,3600.0,DEBTCONSOLIDATION,11.36,0.06,3.0,,Yes,0.0
32184,40.0,female,Associate,78111.0,15,RENT,3000.0,DEBTCONSOLIDATION,7.74,0.04,17.0,682.0,Yes,0.0
17932,35.0,female,Associate,301135.0,14,OWN,15000.0,VENTURE,9.88,0.05,5.0,,Yes,0.0
23753,29.0,male,Associate,78801.0,6,MORTGAGE,10000.0,HOMEIMPROVEMENT,8.94,0.13,9.0,661.0,Yes,0.0
17322,23.0,female,Bachelor,139313.0,1,RENT,7500.0,EDUCATION,11.28,0.05,4.0,622.0,Yes,0.0
24877,33.0,,,94506.0,15,MORTGAGE,3200.0,MEDICAL,13.49,0.03,6.0,691.0,No,0.0
44004,23.0,male,Associate,36843.0,2,RENT,5000.0,EDUCATION,9.14,0.14,4.0,670.0,No,1.0
10977,24.0,male,Master,47628.0,0,RENT,4200.0,VENTURE,6.76,0.09,4.0,667.0,No,0.0
30324,36.0,female,High School,62121.0,11,MORTGAGE,4775.0,HOMEIMPROVEMENT,11.14,0.08,14.0,640.0,No,0.0
11890,26.0,male,Bachelor,93205.0,4,MORTGAGE,5400.0,DEBTCONSOLIDATION,13.04,0.06,3.0,564.0,Yes,0.0
24226,33.0,female,Master,84959.0,13,MORTGAGE,5600.0,PERSONAL,13.57,0.07,8.0,626.0,Yes,0.0
25804,28.0,male,Master,109306.0,6,OWN,8400.0,MEDICAL,12.87,0.08,8.0,720.0,Yes,0.0
25886,31.0,male,Associate,110908.0,7,MORTGAGE,6000.0,VENTURE,11.01,0.05,8.0,644.0,Yes,0.0
30066,41.0,female,Associate,73109.0,17,RENT,5000.0,PERSONAL,5.42,0.07,17.0,658.0,Yes,0.0
382,22.0,male,Master,89977.0,3,RENT,24250.0,DEBTCONSOLIDATION,15.65,0.27,2.0,692.0,No,1.0
20920,27.0,male,High School,53795.0,6,MORTGAGE,11500.0,MEDICAL,15.27,0.21,10.0,589.0,Yes,0.0
31250,39.0,female,High School,29816.0,17,RENT,3000.0,HOMEIMPROVEMENT,14.12,0.1,11.0,641.0,No,1.0
4353,21.0,male,Bachelor,20273.0,0,RENT,4800.0,MEDICAL,15.37,0.24,3.0,639.0,No,1.0
11910,24.0,male,Master,93869.0,2,MORTGAGE,4800.0,DEBTCONSOLIDATION,13.79,0.05,4.0,652.0,Yes,0.0
38944,,female,Associate,51343.0,18,RENT,12000.0,MEDICAL,10.6,0.23,11.0,,Yes,
28485,29.0,male,Bachelor,68728.0,5,RENT,7000.0,EDUCATION,11.01,0.1,9.0,663.0,No,1.0
29090,31.0,female,High School,100940.0,8,MORTGAGE,10000.0,MEDICAL,11.01,0.1,5.0,662.0,No,1.0
8626,21.0,male,,34819.0,0,RENT,8000.0,EDUCATION,10.99,0.23,2.0,647.0,No,1.0
5602,25.0,female,High School,94421.0,6,RENT,5000.0,DEBTCONSOLIDATION,7.66,0.05,3.0,647.0,No,0.0
4231,24.0,,Associate,42201.0,2,RENT,4500.0,EDUCATION,14.84,0.11,3.0,618.0,No,1.0
39968,,female,Bachelor,22618.0,0,RENT,2400.0,MEDICAL,14.02,0.11,4.0,686.0,No,0.0
4993,22.0,male,High School,53103.0,0,RENT,5000.0,EDUCATION,12.69,0.09,2.0,581.0,Yes,0.0
27366,29.0,female,Bachelor,162761.0,6,MORTGAGE,18000.0,HOMEIMPROVEMENT,14.61,0.11,8.0,674.0,No,0.0
23900,28.0,male,Bachelor,30051.0,6,RENT,10000.0,PERSONAL,12.87,0.33,10.0,734.0,No,1.0
15944,21.0,female,Bachelor,10727.0,0,RENT,,MEDICAL,15.23,0.11,2.0,656.0,Yes,0.0
13796,25.0,male,High School,86581.0,3,MORTGAGE,25000.0,MEDICAL,14.09,0.29,2.0,681.0,No,1.0
17257,23.0,male,Bachelor,111248.0,0,RENT,6500.0,EDUCATION,8.0,0.06,3.0,603.0,No,0.0
32882,30.0,,Bachelor,151197.0,8,RENT,5759.0,PERSONAL,7.43,0.04,10.0,687.0,Yes,0.0
1782,22.0,female,Master,35698.0,0,MORTGAGE,2500.0,EDUCATION,6.91,0.07,3.0,663.0,Yes,0.0
32282,42.0,female,Associate,47263.0,17,RENT,13000.0,MEDICAL,11.01,0.28,17.0,674.0,No,1.0
33976,23.0,male,Bachelor,70213.0,3,MORTGAGE,10000.0,EDUCATION,14.98,0.14,4.0,679.0,Yes,0.0
35997,33.0,male,Bachelor,59375.0,7,RENT,6116.0,MEDICAL,10.58,0.1,6.0,701.0,Yes,0.0
28879,28.0,male,Associate,100114.0,6,RENT,11000.0,VENTURE,16.35,0.11,8.0,692.0,Yes,0.0
12245,21.0,female,High School,41107.0,0,RENT,12000.0,MEDICAL,11.12,0.29,3.0,659.0,No,1.0
30647,44.0,male,Master,82657.0,21,RENT,5150.0,EDUCATION,7.9,0.06,14.0,671.0,Yes,0.0
42253,25.0,male,Bachelor,47150.0,4,RENT,15086.0,EDUCATION,11.85,0.32,2.0,661.0,No,1.0
18960,28.0,male,Master,36885.0,5,MORTGAGE,15000.0,VENTURE,11.01,0.41,9.0,679.0,No,0.0
13814,24.0,female,Bachelor,95797.0,2,RENT,13800.0,HOMEIMPROVEMENT,8.49,0.14,2.0,725.0,No,0.0
43062,25.0,male,Bachelor,83677.0,6,RENT,20000.0,DEBTCONSOLIDATION,15.12,0.24,5.0,670.0,No,1.0
43733,31.0,male,Bachelor,92416.0,9,MORTGAGE,4543.0,DEBTCONSOLIDATION,17.28,0.05,8.0,655.0,No,1.0
19812,27.0,,Bachelor,44182.0,8,MORTGAGE,5000.0,PERSONAL,11.01,0.11,10.0,665.0,No,0.0
31634,50.0,male,,139989.0,27,MORTGAGE,5000.0,PERSONAL,10.25,0.04,17.0,694.0,Yes,0.0
7634,24.0,female,Associate,94130.0,6,RENT,6800.0,DEBTCONSOLIDATION,10.99,0.07,3.0,597.0,Yes,0.0
4758,22.0,male,High School,51316.0,0,OWN,12000.0,EDUCATION,11.01,0.23,4.0,642.0,Yes,0.0
19000,30.0,male,Master,210935.0,8,RENT,15000.0,DEBTCONSOLIDATION,11.26,0.07,8.0,699.0,Yes,0.0
21033,34.0,male,Master,60941.0,10,RENT,8500.0,VENTURE,9.45,0.14,6.0,702.0,No,0.0
20784,30.0,male,,51470.0,8,RENT,5000.0,MEDICAL,11.01,0.1,7.0,632.0,No,0.0
1913,24.0,male,Master,64798.0,0,RENT,2000.0,HOMEIMPROVEMENT,10.36,0.03,2.0,654.0,No,0.0
28063,27.0,male,Master,132957.0,7,MORTGAGE,,HOMEIMPROVEMENT,8.07,0.02,10.0,647.0,No,0.0
5820,23.0,female,Bachelor,34397.0,1,RENT,5500.0,MEDICAL,12.53,0.16,2.0,633.0,Yes,0.0
22927,27.0,male,Associate,73122.0,4,MORTGAGE,4000.0,DEBTCONSOLIDATION,9.91,0.05,7.0,644.0,No,
43761,32.0,female,High School,37367.0,6,RENT,,VENTURE,9.84,0.27,6.0,630.0,No,1.0
5536,,male,Master,71781.0,2,RENT,5000.0,EDUCATION,11.11,0.07,3.0,642.0,No,1.0
2403,23.0,male,High School,74201.0,0,RENT,2500.0,DEBTCONSOLIDATION,7.49,0.03,3.0,643.0,Yes,0.0
12781,22.0,male,Master,102775.0,0,OWN,,EDUCATION,11.01,0.04,4.0,619.0,Yes,0.0
38053,30.0,female,Bachelor,124409.0,7,MORTGAGE,5780.0,MEDICAL,10.45,0.05,6.0,630.0,Yes,0.0
10760,,female,Bachelor,49004.0,0,RENT,10000.0,EDUCATION,11.01,0.2,2.0,606.0,Yes,0.0
25442,29.0,female,Bachelor,86193.0,5,RENT,12000.0,DEBTCONSOLIDATION,13.16,0.14,9.0,635.0,Yes,0.0
13721,23.0,male,Bachelor,104203.0,0,RENT,13000.0,EDUCATION,10.62,0.12,3.0,678.0,Yes,0.0
6141,22.0,female,Bachelor,58683.0,0,MORTGAGE,,EDUCATION,7.51,0.16,4.0,617.0,Yes,0.0
8968,25.0,female,,53712.0,3,RENT,8000.0,MEDICAL,12.92,0.15,4.0,545.0,No,1.0
38676,31.0,female,Associate,109130.0,8,MORTGAGE,20000.0,HOMEIMPROVEMENT,14.41,0.18,9.0,646.0,No,0.0
30865,37.0,male,Doctorate,37207.0,14,RENT,10000.0,MEDICAL,9.25,0.27,16.0,675.0,No,1.0
19378,34.0,male,Associate,28866.0,10,RENT,3000.0,MEDICAL,11.49,0.1,6.0,683.0,No,0.0
10824,,female,Bachelor,84679.0,6,MORTGAGE,25000.0,MEDICAL,11.01,0.3,2.0,634.0,Yes,0.0
14277,22.0,female,Bachelor,92039.0,0,RENT,14400.0,EDUCATION,14.35,0.16,2.0,614.0,No,0.0
25516,28.0,male,Bachelor,91095.0,2,RENT,12000.0,HOMEIMPROVEMENT,9.63,0.13,7.0,711.0,Yes,0.0
16561,23.0,female,Master,87830.0,1,RENT,3000.0,DEBTCONSOLIDATION,16.89,0.03,4.0,636.0,No,1.0
40972,25.0,female,High School,114817.0,0,MORTGAGE,15000.0,DEBTCONSOLIDATION,12.14,0.13,4.0,631.0,Yes,0.0
7645,23.0,,Associate,89015.0,2,RENT,6825.0,DEBTCONSOLIDATION,10.99,0.08,3.0,588.0,Yes,0.0
3285,21.0,female,Bachelor,32656.0,0,RENT,3600.0,DEBTCONSOLIDATION,14.27,0.11,3.0,684.0,Yes,0.0
2255,22.0,male,Associate,38464.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,13.79,0.13,4.0,627.0,Yes,0.0
39642,23.0,male,Master,36879.0,0,RENT,5000.0,EDUCATION,6.78,0.14,3.0,475.0,Yes,0.0
24148,27.0,female,High School,85122.0,5,MORTGAGE,25000.0,DEBTCONSOLIDATION,7.66,0.29,5.0,692.0,Yes,0.0
44310,23.0,female,Master,39322.0,3,RENT,5000.0,HOMEIMPROVEMENT,11.95,0.13,4.0,622.0,No,1.0
29416,38.0,male,High School,30807.0,20,RENT,1000.0,EDUCATION,8.0,0.03,16.0,656.0,No,0.0
22127,30.0,female,Bachelor,63261.0,12,MORTGAGE,9000.0,PERSONAL,12.49,0.14,6.0,661.0,No,0.0
15587,23.0,female,High School,91188.0,0,RENT,15000.0,PERSONAL,13.57,0.16,3.0,639.0,No,1.0
20273,27.0,male,Associate,77381.0,6,RENT,4000.0,PERSONAL,10.37,0.05,9.0,615.0,No,0.0
11700,26.0,female,Bachelor,91384.0,1,RENT,10000.0,HOMEIMPROVEMENT,11.14,0.11,3.0,696.0,Yes,0.0
35590,28.0,male,Master,90861.0,9,RENT,18000.0,VENTURE,12.44,0.2,9.0,593.0,Yes,0.0
43292,31.0,male,Bachelor,45357.0,7,RENT,5071.0,DEBTCONSOLIDATION,16.37,0.11,6.0,636.0,No,1.0
35094,26.0,female,Bachelor,60013.0,1,RENT,11000.0,VENTURE,12.11,0.18,7.0,675.0,Yes,0.0
7068,24.0,female,Associate,62190.0,4,MORTGAGE,8000.0,EDUCATION,10.96,0.13,3.0,668.0,Yes,0.0
20945,30.0,female,,46541.0,7,RENT,8875.0,PERSONAL,16.89,0.19,5.0,642.0,Yes,0.0
27101,27.0,male,Master,147440.0,4,MORTGAGE,8000.0,DEBTCONSOLIDATION,7.88,0.05,6.0,685.0,Yes,0.0
37477,43.0,female,Doctorate,67026.0,22,MORTGAGE,10000.0,PERSONAL,6.03,0.15,17.0,737.0,Yes,0.0
21561,29.0,female,Bachelor,40370.0,6,RENT,6000.0,VENTURE,9.99,0.15,6.0,630.0,No,0.0
42096,27.0,female,Bachelor,130298.0,0,MORTGAGE,28232.0,DEBTCONSOLIDATION,12.24,0.22,7.0,681.0,Yes,0.0
14462,24.0,male,Associate,37102.0,2,OWN,7500.0,HOMEIMPROVEMENT,10.96,0.2,4.0,671.0,Yes,0.0
37783,24.0,female,High School,193240.0,0,RENT,20000.0,PERSONAL,14.61,0.1,3.0,583.0,No,0.0
32518,57.0,male,,49042.0,34,RENT,15000.0,DEBTCONSOLIDATION,8.9,0.31,20.0,614.0,No,1.0
15000,23.0,male,,56373.0,0,RENT,15000.0,MEDICAL,16.0,0.27,4.0,611.0,No,1.0
27637,,female,Master,22608.0,9,OWN,7000.0,MEDICAL,8.0,0.31,9.0,646.0,No,1.0
21478,29.0,female,Bachelor,58357.0,11,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.98,0.26,10.0,620.0,Yes,0.0
41808,24.0,,High School,44584.0,0,RENT,6500.0,MEDICAL,6.12,0.15,3.0,634.0,Yes,0.0
14207,22.0,male,Bachelor,37100.0,0,OWN,6000.0,VENTURE,7.49,0.16,3.0,629.0,Yes,0.0
7895,23.0,male,Master,67033.0,0,MORTGAGE,,EDUCATION,11.01,0.22,4.0,,Yes,0.0
38104,,female,Bachelor,39300.0,0,RENT,7500.0,MEDICAL,13.03,0.19,3.0,612.0,Yes,0.0
24958,29.0,male,Master,51478.0,9,RENT,11300.0,MEDICAL,9.99,0.22,5.0,651.0,No,0.0
33329,38.0,male,High School,150912.0,19,RENT,12000.0,PERSONAL,7.66,0.08,14.0,678.0,No,0.0
861,22.0,male,Bachelor,193248.0,0,RENT,20000.0,PERSONAL,7.49,0.1,4.0,599.0,Yes,0.0
40804,,male,High School,126066.0,3,MORTGAGE,12800.0,PERSONAL,8.18,0.1,5.0,610.0,Yes,0.0
44752,,female,High School,66061.0,7,RENT,23873.0,PERSONAL,15.71,0.36,8.0,677.0,No,1.0
19777,28.0,male,Associate,65856.0,4,RENT,3500.0,HOMEIMPROVEMENT,11.66,0.05,5.0,587.0,No,0.0
10723,24.0,male,Bachelor,77804.0,2,MORTGAGE,4000.0,VENTURE,20.0,0.05,2.0,627.0,No,1.0
10618,,female,Associate,83896.0,0,OWN,16800.0,VENTURE,7.51,0.2,3.0,659.0,Yes,0.0
12578,23.0,male,High School,100285.0,2,MORTGAGE,1500.0,EDUCATION,11.12,0.01,2.0,543.0,Yes,0.0
2655,21.0,female,Bachelor,57792.0,0,RENT,3000.0,PERSONAL,13.92,0.05,2.0,661.0,No,0.0
42732,23.0,male,,41980.0,0,RENT,11929.0,DEBTCONSOLIDATION,12.65,0.28,4.0,607.0,No,1.0
17537,26.0,male,Bachelor,58692.0,2,RENT,15000.0,EDUCATION,18.64,0.26,3.0,672.0,No,1.0
38251,28.0,female,Associate,65498.0,5,RENT,6457.0,DEBTCONSOLIDATION,11.03,0.1,5.0,635.0,No,0.0
32973,33.0,female,Associate,192927.0,12,RENT,7500.0,EDUCATION,11.11,0.04,9.0,703.0,Yes,0.0
43230,25.0,male,High School,69087.0,6,RENT,,MEDICAL,10.39,0.06,4.0,643.0,No,1.0
8640,24.0,female,,35790.0,6,RENT,8000.0,MEDICAL,11.01,0.22,2.0,700.0,Yes,0.0
20877,31.0,female,Bachelor,76227.0,8,RENT,9000.0,HOMEIMPROVEMENT,15.33,0.12,10.0,605.0,No,0.0
24283,33.0,female,Master,85847.0,11,MORTGAGE,5300.0,MEDICAL,11.49,0.06,7.0,640.0,No,0.0
10664,25.0,female,Master,46047.0,4,RENT,10000.0,MEDICAL,15.96,0.22,4.0,587.0,Yes,0.0
25006,28.0,female,Bachelor,49131.0,4,OWN,5000.0,VENTURE,10.0,0.1,5.0,669.0,No,0.0
34158,27.0,male,Associate,99690.0,5,MORTGAGE,3288.0,VENTURE,6.79,0.03,4.0,610.0,No,0.0
1983,25.0,male,High School,36868.0,1,OWN,10000.0,VENTURE,11.01,0.27,2.0,589.0,Yes,0.0
712,23.0,female,High School,86183.0,1,RENT,20000.0,EDUCATION,14.09,0.23,3.0,638.0,No,0.0
32643,,male,High School,42871.0,4,RENT,1800.0,MEDICAL,6.22,0.04,4.0,595.0,Yes,0.0
15057,22.0,male,Master,145112.0,0,MORTGAGE,9600.0,MEDICAL,13.22,0.07,4.0,673.0,Yes,0.0
19271,34.0,female,Master,38388.0,14,MORTGAGE,6000.0,PERSONAL,11.01,0.16,8.0,633.0,Yes,0.0
29609,,male,High School,40562.0,18,OWN,1000.0,MEDICAL,7.29,0.02,17.0,642.0,No,0.0
29943,39.0,female,Master,51235.0,16,MORTGAGE,5000.0,PERSONAL,8.49,0.1,11.0,623.0,Yes,0.0
26083,31.0,female,,173719.0,7,RENT,13000.0,EDUCATION,20.0,0.07,6.0,679.0,No,1.0
